observatory_code,observatory_name,longitude,parallax_cos,parallax_sin
Z83,"Chicharronian 3C Observatory, Tres Cantos",-3.7119,0.76033,0.64755
Z84,Calar Alto-Schmidt,-2.54816,0.797536,0.601835
Z85,Observatorio Sierra Contraviesa,-3.24972,0.801058,0.596932
Z86,St. Mellons,-3.11,0.62347,0.77923
Z87,"Stanley Laver Observatory, Pontesbury",-2.8979,0.608005,0.791293
Z88,"Fosseway Observatory, Stratton-on-the-Fosse",-2.4899,0.62716,0.77632
Z89,Macclesfield,-2.1719,0.59942,0.79777
Z90,Albox,-2.1518,0.7954,0.60418
Z91,Curdridge,-1.25001,0.631731,0.772595
Z92,"Almalex Observatory, Leeds",-1.60778,0.591378,0.803713
Z93,"Observatorio Polop, Alicante",-0.14411,0.78238,0.620769
Z94,Kempshott,-1.1435,0.62725,0.77623
Z95,Astronomia Para Todos Remote Observatory,-1.1091,0.76782,0.63883
Z96,Observatorio Cesaraugusto,-0.80631,0.747818,0.661731
Z97,"OPERA Observatory, Saint Palais",-0.58353,0.704568,0.70727
Z98,"Observatorio TRZ, Betera",-0.4784,0.77156,0.63405
Z99,"Clixby Observatory, Cleethorpes",-0.02126,0.595468,0.800687
