spkid,H,diameter
54382902,23.28,\N
54382903,23.49,\N
54382904,22.63,\N
54382905,28.17,\N
54382906,25.88,\N
54382907,25.47,\N
54382908,25.75,\N
54382909,26.03,\N
54382910,22.52,\N
54382911,25.07,\N
54382912,22.79,\N
54382913,24.89,\N
54382914,22.04,\N
54383280,25.14,\N
54383281,26.88,\N
54383282,28.80,\N
54383283,21.92,\N
54383284,22.06,\N
54383286,25.61,\N
54383285,25.35,\N
54383288,24.46,\N
54383287,22.00,\N
54383289,26.29,\N
54383291,20.10,\N
54383290,21.40,\N
54383293,23.38,\N
54383294,24.39,\N
54383292,24.64,\N
54383295,25.36,\N
54383296,27.48,\N
54383297,25.48,\N
54383298,26.55,\N
54383299,26.15,\N
54383300,22.17,\N
54383301,26.20,\N
54383302,23.65,\N
54383303,23.28,\N
54383304,24.28,\N
54383305,23.53,\N
54383306,25.26,\N
54383793,22.94,\N
54383794,26.65,\N
54383795,25.31,\N
54383796,24.46,\N
54383800,25.37,\N
54383797,25.96,\N
54383799,24.73,\N
54383801,26.89,\N
54383802,25.88,\N
54383803,24.14,\N
54383804,19.83,\N
54383805,25.02,\N
54383806,24.91,\N
54383808,25.26,\N
54383810,22.52,\N
54383811,22.19,\N
54383809,27.98,\N
54384197,23.59,\N
54384198,24.42,\N
54384200,25.93,\N
54384201,22.56,\N
54384203,25.65,\N
54384202,26.51,\N
54384205,22.18,\N
54384204,21.21,\N
54384206,21.39,\N
54384207,20.29,\N
54384209,28.89,\N
54384208,25.71,\N
54384210,27.86,\N
54384211,26.18,\N
54384219,21.77,\N
54384220,23.22,\N
54384221,21.31,\N
54384223,24.12,\N
54384225,21.92,\N
54384754,25.14,\N
54384753,21.37,\N
54384755,24.97,\N
54384757,25.45,\N
54384761,22.65,\N
54384762,20.29,\N
54384763,22.81,\N
54384766,23.70,\N
54385233,26.12,\N
54385232,24.55,\N
54385237,24.04,\N
54385239,22.37,\N
54386474,24.81,\N
54386476,27.52,\N
54386824,24.30,\N
54386833,24.39,\N
54387136,23.00,\N
54387384,23.68,\N
54388338,24.41,\N
54390628,22.50,\N
54392936,22.64,\N
54427457,29.66,\N
54427937,20.81,\N
54505033,22.25,\N
54383798,26.89,\N
54383807,26.98,\N
54384199,25.23,\N
54384212,23.14,\N
54384213,25.80,\N
54384214,25.74,\N
54384215,26.60,\N
54384216,27.52,\N
54384217,24.23,\N
54384218,23.79,\N
54384222,20.81,\N
54384224,26.49,\N
54384226,22.88,\N
54384227,26.69,\N
54384228,25.03,\N
54384750,26.11,\N
54384751,24.24,\N
54384752,24.86,\N
54384756,26.97,\N
54384758,26.54,\N
54384759,25.19,\N
54384760,25.87,\N
54384764,25.69,\N
54384765,28.26,\N
54384767,23.79,\N
54385236,25.55,\N
54385235,23.76,\N
54385238,29.32,\N
54385240,24.83,\N
54385241,20.77,\N
54385243,26.34,\N
54385242,26.40,\N
54385245,25.08,\N
54385244,24.52,\N
54385246,25.79,\N
54385247,24.13,\N
54385248,24.02,\N
54385250,23.10,\N
54385249,27.37,\N
54385251,21.00,\N
54385252,22.75,\N
54385253,27.63,\N
54385254,29.30,\N
54385784,25.76,\N
54386467,22.65,\N
54385785,28.23,\N
54385786,25.97,\N
54385787,27.05,\N
54385788,26.14,\N
54385789,25.21,\N
54385790,27.10,\N
54385791,23.79,\N
54385792,25.01,\N
54385794,26.18,\N
54385793,28.82,\N
54385795,23.61,\N
54385796,27.32,\N
54385797,26.95,\N
54385798,26.78,\N
54385799,25.70,\N
54385800,24.54,\N
54385801,20.47,\N
54385803,24.79,\N
54385806,23.68,\N
54385807,25.87,\N
54385804,23.02,\N
54385805,26.71,\N
54385808,24.35,\N
54385809,20.87,\N
54385810,26.64,\N
54385811,21.71,\N
54386475,23.97,\N
54386477,26.94,\N
54386478,23.95,\N
54386479,27.28,\N
54386826,26.05,\N
54386825,24.22,\N
54386827,26.98,\N
54386828,27.49,\N
54386829,24.41,\N
54386830,25.32,\N
54386831,24.90,\N
54386832,26.74,\N
54386834,25.64,\N
54386835,26.98,\N
54386836,27.52,\N
54386837,25.73,\N
54387027,26.44,\N
54387028,27.09,\N
54387029,23.37,\N
54387030,27.33,\N
54387031,25.14,\N
54387032,22.35,\N
54387137,23.92,\N
54387138,24.19,\N
54387139,20.56,\N
54387140,28.79,\N
54387141,26.36,\N
54387142,24.95,\N
54387143,25.87,\N
54387144,25.60,\N
54387145,25.00,\N
54387146,28.68,\N
54387147,28.26,\N
54387148,23.61,\N
54387149,27.38,\N
54387150,25.38,\N
54387152,27.67,\N
54387153,26.90,\N
54387154,26.08,\N
54387155,24.89,\N
54387375,21.50,\N
54387374,26.31,\N
54387376,25.01,\N
54387378,21.31,\N
54387377,22.75,\N
54387379,19.69,\N
54387380,25.64,\N
54387381,26.65,\N
54387382,28.04,\N
54387383,26.99,\N
54387385,25.68,\N
54387386,25.41,\N
54387388,24.89,\N
54387387,22.13,\N
54387389,24.35,\N
54387390,26.60,\N
54388335,24.01,\N
54388336,26.34,\N
54388337,23.45,\N
54388339,21.02,\N
54389193,26.22,\N
54389194,23.65,\N
54389195,31.61,\N
54389196,23.92,\N
54389197,20.64,\N
54389198,24.53,\N
54389199,21.66,\N
54389201,24.83,\N
54389203,21.36,\N
54389204,22.22,\N
54389206,22.85,\N
54389207,28.93,\N
54389208,21.72,\N
54389362,24.94,\N
54389363,22.93,\N
54390603,24.40,\N
54390657,28.02,\N
54392052,23.78,\N
54392060,26.73,\N
54393143,18.95,\N
54395887,20.27,\N
54397155,25.70,\N
54421382,19.46,\N
54390614,27.92,\N
54390615,26.81,\N
54390629,26.49,\N
54390630,27.10,\N
54390631,26.93,\N
54390658,22.77,\N
54390659,28.19,\N
54390660,26.91,\N
54390661,25.22,\N
54390663,27.10,\N
54390662,24.53,\N
54390664,24.20,\N
54390665,24.74,\N
54390666,26.26,\N
54390821,25.70,\N
54390820,26.12,\N
54390824,27.16,\N
54390823,24.07,\N
54390822,28.02,\N
54390826,25.03,\N
54390825,27.28,\N
54390827,29.66,\N
54390828,29.15,\N
54390829,24.19,\N
54391005,26.54,\N
54391006,29.30,\N
54391007,26.90,\N
54391008,27.12,\N
54391009,24.70,\N
54391010,25.13,\N
54391013,25.16,\N
54391012,24.93,\N
54391011,25.23,\N
54391014,23.86,\N
54391015,23.12,\N
54391016,25.87,\N
54391017,24.32,\N
54391018,24.48,\N
54391019,24.68,\N
54391020,23.37,\N
54391021,29.84,\N
54391022,24.14,\N
54391023,21.95,\N
54391024,25.73,\N
54391025,23.11,\N
54391028,24.64,\N
54391026,25.12,\N
54391027,26.41,\N
54391029,22.09,\N
54391030,23.64,\N
54391031,23.85,\N
54391032,24.59,\N
54391033,24.75,\N
54391034,25.03,\N
54391037,25.45,\N
54391036,19.73,\N
54391035,27.50,\N
54391039,25.98,\N
54391038,25.31,\N
54391040,24.25,\N
54391041,26.22,\N
54391042,28.10,\N
54391043,26.55,\N
54391044,19.45,\N
54392051,23.94,\N
54392053,26.29,\N
54392054,25.46,\N
54392055,23.33,\N
54392056,25.89,\N
54392057,25.23,\N
54392058,22.95,\N
54392059,26.59,\N
54392061,23.08,\N
54392062,23.75,\N
54392063,25.64,\N
54392066,25.43,\N
54392067,26.94,\N
54392068,27.51,\N
54392069,27.80,\N
54392070,25.59,\N
54392071,24.25,\N
54392072,20.32,\N
54392076,19.42,\N
54392073,27.76,\N
54392075,26.49,\N
54392205,27.59,\N
54392206,26.86,\N
54392207,21.53,\N
54392209,27.22,\N
54392208,21.35,\N
54392210,26.79,\N
54392211,21.93,\N
54392414,27.03,\N
54392415,29.37,\N
54392416,28.71,\N
54392417,20.05,\N
54392418,25.20,\N
54392419,25.82,\N
54392420,27.54,\N
54392421,21.28,\N
54392422,25.76,\N
54392423,25.63,\N
54392425,25.37,\N
54392426,25.62,\N
54392427,24.55,\N
54392428,24.73,\N
54392429,23.27,\N
54392430,26.54,\N
54392431,22.40,\N
54392432,26.73,\N
54392433,23.93,\N
54392434,23.76,\N
54392634,23.48,\N
54392635,27.99,\N
54392636,22.07,\N
54392637,27.79,\N
54392638,25.60,\N
54392643,26.64,\N
54392644,26.91,\N
54392645,23.74,\N
54392646,24.97,\N
54392647,26.42,\N
54392648,24.06,\N
54392649,23.52,\N
54392650,19.98,\N
54392651,23.88,\N
54392652,22.98,\N
54392653,29.16,\N
54392654,20.32,\N
54392655,26.43,\N
54392656,24.85,\N
54392657,25.55,\N
54392658,26.89,\N
54392659,29.21,\N
54392660,22.34,\N
54392661,23.33,\N
54392926,22.88,\N
54392927,23.11,\N
54392928,23.84,\N
54392929,25.58,\N
54392930,22.44,\N
54392931,25.32,\N
54392932,24.16,\N
54392937,21.46,\N
54392938,23.30,\N
54392939,28.11,\N
54392940,26.06,\N
54392941,26.89,\N
54392942,28.10,\N
54392943,26.42,\N
54392944,27.41,\N
54392945,22.33,\N
54392946,25.16,\N
54393137,26.63,\N
54393138,26.42,\N
54393139,26.26,\N
54393140,21.30,\N
54393142,26.55,\N
54393141,25.98,\N
54393144,26.66,\N
54393145,26.64,\N
54393146,21.56,\N
54393147,24.21,\N
54393148,23.31,\N
54393149,24.75,\N
54393150,24.00,\N
54393151,22.82,\N
54393152,24.96,\N
54393153,24.89,\N
54393154,24.17,\N
54393156,22.73,\N
54393157,27.51,\N
54393158,22.31,\N
54393161,23.24,\N
54393160,24.38,\N
54393159,23.07,\N
54393417,23.99,\N
54393416,25.63,\N
54393415,28.72,\N
54393419,21.36,\N
54393420,25.97,\N
54393418,26.67,\N
54393421,25.77,\N
54393693,25.80,\N
54393695,23.69,\N
54393694,23.62,\N
54393696,25.83,\N
54393697,26.66,\N
54393698,25.89,\N
54393977,23.05,\N
54393978,26.83,\N
54393979,27.39,\N
54393980,24.30,\N
54393982,26.00,\N
54393981,25.88,\N
54393983,28.04,\N
54393984,25.51,\N
54393985,28.10,\N
54393986,29.16,\N
54393987,23.36,\N
54393988,28.20,\N
54393989,23.76,\N
54393995,23.70,\N
54393994,29.78,\N
54393996,21.27,\N
54393997,26.00,\N
54393998,27.91,\N
54393999,21.87,\N
54394000,29.67,\N
54394001,23.18,\N
54394002,25.43,\N
54394003,25.51,\N
54394005,26.47,\N
54395020,24.05,\N
54395021,25.52,\N
54395023,22.80,\N
54395026,22.61,\N
54395879,23.95,\N
54395882,25.92,\N
54395884,28.59,\N
54395886,21.32,\N
54395888,21.57,\N
54395889,21.92,\N
54395891,22.82,\N
54395894,24.64,\N
54395904,28.73,\N
54395905,22.72,\N
54395906,25.45,\N
54396403,23.21,\N
54396404,25.62,\N
54396407,24.60,\N
54396409,22.39,\N
54397134,26.40,\N
54398132,21.52,\N
54399086,23.28,\N
54399490,29.63,\N
54401955,19.41,\N
54401958,19.76,\N
54402641,24.20,\N
54406494,23.82,\N
54408325,22.46,\N
54417775,29.37,\N
54394004,30.06,\N
54395022,27.47,\N
54395024,28.88,\N
54395025,27.89,\N
54395028,26.57,\N
54395029,26.13,\N
54395027,26.31,\N
54395030,26.14,\N
54395031,28.10,\N
54395877,22.91,\N
54395878,26.08,\N
54395880,25.01,\N
54395881,27.89,\N
54395883,23.28,\N
54395885,24.43,\N
54395890,25.84,\N
54395892,21.79,\N
54395893,23.41,\N
54395895,23.78,\N
54395896,27.97,\N
54395897,24.86,\N
54395898,29.96,\N
54395899,27.25,\N
54395900,24.54,\N
54395902,27.53,\N
54395901,27.08,\N
54395903,26.11,\N
54395907,21.99,\N
54395909,24.73,\N
54395908,25.00,\N
54395910,21.73,\N
54396392,20.94,\N
54396393,26.47,\N
54396394,24.67,\N
54396395,23.77,\N
54396396,26.37,\N
54396397,27.44,\N
54396398,26.61,\N
54396399,26.88,\N
54396400,26.01,\N
54396401,27.16,\N
54396402,22.81,\N
54396405,26.97,\N
54396406,25.94,\N
54396408,26.77,\N
54396410,24.93,\N
54397126,24.36,\N
54397127,21.88,\N
54397128,24.31,\N
54397129,25.15,\N
54397130,26.84,\N
54397131,25.34,\N
54397132,26.69,\N
54397133,24.54,\N
54397136,26.42,\N
54397135,27.02,\N
54397137,22.86,\N
54397139,23.39,\N
54397140,29.50,\N
54397141,22.88,\N
54397142,26.88,\N
54397143,20.32,\N
54397144,25.14,\N
54397145,21.68,\N
54397146,19.42,\N
54397147,28.58,\N
54397148,27.24,\N
54397150,26.33,\N
54397149,24.47,\N
54397151,27.19,\N
54397152,29.21,\N
54397153,26.65,\N
54397154,25.02,\N
54397156,24.31,\N
54397157,25.78,\N
54397454,25.02,\N
54397455,26.27,\N
54397456,24.16,\N
54397457,22.62,\N
54397458,20.82,\N
54397460,26.87,\N
54397461,26.42,\N
54397464,26.33,\N
54397462,24.10,\N
54397459,24.89,\N
54397465,28.02,\N
54397463,21.69,\N
54397466,21.49,\N
54397467,26.45,\N
54397468,26.22,\N
54397469,23.60,\N
54397470,26.58,\N
54397471,23.57,\N
54397472,26.35,\N
54397474,24.74,\N
54397475,22.85,\N
54397476,25.83,\N
54397477,26.27,\N
54397478,28.09,\N
54398121,20.81,\N
54398122,24.95,\N
54398123,22.14,\N
54398124,25.20,\N
54398125,21.45,\N
54398126,21.76,\N
54398127,26.96,\N
54398128,27.63,\N
54398129,25.89,\N
54398131,21.35,\N
54398130,20.68,\N
54398133,27.58,\N
54398134,25.00,\N
54398527,25.59,\N
54398529,25.39,\N
54398528,26.48,\N
54398530,27.21,\N
54398531,25.13,\N
54398533,26.89,\N
54398532,26.44,\N
54399079,23.95,\N
54399080,25.18,\N
54399081,23.24,\N
54399082,24.08,\N
54399083,28.29,\N
54399084,18.95,\N
54399085,25.18,\N
54399087,26.49,\N
54399088,22.70,\N
54399089,23.41,\N
54399090,23.56,\N
54399091,27.41,\N
54399487,25.96,\N
54399488,26.79,\N
54399489,25.00,\N
54399492,30.81,\N
54399491,27.71,\N
54399992,25.79,\N
54399993,22.92,\N
54399995,20.68,\N
54399994,22.31,\N
54400049,17.75,\N
54400050,23.39,\N
54401953,25.68,\N
54401952,24.91,\N
54401954,23.85,\N
54401956,20.67,\N
54401957,22.99,\N
54401959,21.83,\N
54402003,24.81,\N
54402004,27.87,\N
54402005,24.23,\N
54402007,27.31,\N
54402008,29.96,\N
54402009,22.76,\N
54402010,19.97,\N
54402049,19.82,\N
54402136,21.70,\N
54402978,25.90,\N
54403396,20.53,\N
54406289,25.91,\N
54402051,28.59,\N
54402069,25.24,\N
54402134,25.52,\N
54402135,23.91,\N
54402137,27.53,\N
54402138,23.44,\N
54402139,28.28,\N
54402140,22.71,\N
54402142,25.49,\N
54402141,25.77,\N
54402361,24.26,\N
54402362,23.88,\N
54402363,25.04,\N
54402364,23.57,\N
54402365,24.55,\N
54402366,26.34,\N
54402367,27.74,\N
54402369,29.84,\N
54402368,26.32,\N
54402370,26.24,\N
54402371,23.49,\N
54402372,27.99,\N
54402373,24.17,\N
54402374,25.27,\N
54402453,26.96,\N
54402454,25.08,\N
54402455,25.69,\N
54402456,26.36,\N
54402457,25.11,\N
54402458,30.22,\N
54402459,19.62,\N
54402460,27.20,\N
54402461,23.22,\N
54402463,25.24,\N
54402464,25.64,\N
54402462,26.19,\N
54402465,24.62,\N
54402466,27.13,\N
54402467,29.60,\N
54402468,23.69,\N
54402469,22.24,\N
54402472,25.83,\N
54402471,24.98,\N
54402470,24.95,\N
54402473,22.67,\N
54402636,28.94,\N
54402638,24.68,\N
54402637,25.46,\N
54402639,25.04,\N
54402640,27.85,\N
54402643,28.24,\N
54402642,26.97,\N
54402646,30.08,\N
54402645,27.88,\N
54402644,27.15,\N
54402648,25.46,\N
54402649,25.63,\N
54402650,24.22,\N
54402651,28.21,\N
54402652,24.61,\N
54402653,26.61,\N
54402654,26.62,\N
54402970,26.42,\N
54402971,25.35,\N
54402972,23.74,\N
54402974,26.13,\N
54402973,28.37,\N
54402976,23.50,\N
54402975,24.34,\N
54402977,25.45,\N
54402979,26.86,\N
54402980,26.89,\N
54402981,21.68,\N
54402982,25.25,\N
54402983,25.95,\N
54402984,27.09,\N
54402985,26.95,\N
54402986,26.38,\N
54402987,22.64,\N
54402988,21.46,\N
54402989,21.52,\N
54402991,28.20,\N
54402990,21.73,\N
54403393,26.84,\N
54403394,25.03,\N
54403397,29.49,\N
54403399,24.43,\N
54403398,26.50,\N
54403400,20.90,\N
54403791,26.31,\N
54403792,21.07,\N
54403793,22.28,\N
54403794,25.29,\N
54403796,27.93,\N
54403795,27.62,\N
54403797,26.54,\N
54403798,25.30,\N
54403799,23.69,\N
54403800,27.00,\N
54403801,28.19,\N
54403802,24.87,\N
54403803,25.82,\N
54403804,26.18,\N
54403805,25.83,\N
54403806,28.49,\N
54403807,23.81,\N
54403808,22.97,\N
54403809,28.58,\N
54403810,24.70,\N
54403811,26.49,\N
54403812,22.36,\N
54403814,22.04,\N
54403813,27.55,\N
54403817,27.32,\N
54403816,24.71,\N
54403815,24.23,\N
54403818,23.35,\N
54403819,23.86,\N
54403820,24.61,\N
54403821,23.73,\N
54403822,24.34,\N
54403823,25.71,\N
54403824,25.16,\N
54403825,25.04,\N
54403826,22.95,\N
54404081,23.96,\N
54404082,24.54,\N
54404084,27.84,\N
54404083,21.27,\N
54404087,28.20,\N
54404086,27.72,\N
54404085,27.69,\N
54404088,23.38,\N
54404089,21.77,\N
54404090,22.27,\N
54404091,25.45,\N
54404092,20.93,\N
54404094,21.61,\N
54404093,27.16,\N
54404095,27.16,\N
54404096,27.24,\N
54404097,25.60,\N
54404098,21.72,\N
54404099,26.91,\N
54404100,26.64,\N
54404102,23.53,\N
54404103,28.11,\N
54404104,25.97,\N
54404383,21.43,\N
54404382,21.65,\N
54404384,19.61,\N
54404386,23.50,\N
54404387,27.17,\N
54404388,20.91,\N
54404389,25.86,\N
54404390,24.39,\N
54404391,24.72,\N
54404392,28.08,\N
54404393,25.73,\N
54404394,22.87,\N
54404631,22.79,\N
54404632,27.59,\N
54404633,25.51,\N
54404634,23.37,\N
54404635,24.94,\N
54404636,24.05,\N
54404638,26.67,\N
54404637,26.41,\N
54404639,27.04,\N
54404640,23.29,\N
54404641,23.51,\N
54404644,20.85,\N
54404643,22.96,\N
54404642,23.40,\N
54404878,25.15,\N
54404879,24.04,\N
54404880,24.75,\N
54404881,25.25,\N
54404882,22.78,\N
54404883,24.09,\N
54404884,24.93,\N
54404885,26.00,\N
54405059,23.61,\N
54405060,23.99,\N
54405061,25.10,\N
54405062,23.34,\N
54405063,22.43,\N
54405064,24.10,\N
54405395,24.23,\N
54405398,26.44,\N
54405397,27.65,\N
54405396,26.40,\N
54405399,21.31,\N
54405400,22.55,\N
54405402,27.63,\N
54405403,26.14,\N
54405405,26.27,\N
54405404,24.79,\N
54405406,26.68,\N
54405969,25.41,\N
54405971,22.54,\N
54405973,22.37,\N
54406287,22.21,\N
54406854,26.05,\N
54407412,23.68,\N
54409089,21.31,\N
54413287,28.45,\N
54415079,25.83,\N
54405970,28.49,\N
54405972,26.54,\N
54406286,25.09,\N
54406288,26.59,\N
54406290,27.43,\N
54406492,25.11,\N
54406493,24.82,\N
54406495,24.78,\N
54406496,23.07,\N
54406497,25.27,\N
54406851,21.95,\N
54406853,24.45,\N
54406855,27.16,\N
54406856,26.82,\N
54406857,24.72,\N
54406858,21.41,\N
54406859,21.55,\N
54406860,25.13,\N
54406861,22.52,\N
54406862,26.48,\N
54406863,25.07,\N
54407110,26.68,\N
54407109,24.38,\N
54407111,26.70,\N
54407112,26.29,\N
54407113,23.87,\N
54407115,21.70,\N
54407116,23.71,\N
54407114,21.93,\N
54407117,22.42,\N
54407409,23.58,\N
54407410,23.49,\N
54407411,20.92,\N
54407413,27.74,\N
54407415,28.94,\N
54407414,25.03,\N
54407416,24.25,\N
54407417,25.11,\N
54408020,27.04,\N
54408021,27.51,\N
54408022,26.78,\N
54408023,21.70,\N
54408024,22.83,\N
54408081,21.69,\N
54408082,22.16,\N
54408083,23.34,\N
54408084,23.25,\N
54408085,25.36,\N
54408086,24.60,\N
54408087,22.53,\N
54408088,23.25,\N
54408195,27.77,\N
54408196,22.48,\N
54408197,24.80,\N
54408199,18.91,\N
54408200,20.88,\N
54408201,24.10,\N
54408202,20.48,\N
54408326,25.11,\N
54408327,20.72,\N
54408328,24.78,\N
54408329,22.77,\N
54408330,22.52,\N
54408396,20.65,\N
54408397,20.46,\N
54410277,23.96,\N
54411557,24.70,\N
54411558,21.43,\N
54412457,24.64,\N
54413281,24.61,\N
54414533,19.51,\N
54415078,23.97,\N
54416848,23.68,\N
54419815,22.14,\N
54412201,26.22,\N
54412200,28.84,\N
54412202,28.47,\N
54412203,26.89,\N
54412204,26.42,\N
54412458,23.31,\N
54412459,26.06,\N
54412460,26.69,\N
54412461,28.67,\N
54412462,25.19,\N
54412463,25.61,\N
54412464,20.92,\N
54412465,23.57,\N
54412466,24.51,\N
54412467,26.10,\N
54412468,25.29,\N
54412469,25.77,\N
54412470,25.39,\N
54412471,28.72,\N
54412472,29.59,\N
54412473,24.27,\N
54412474,26.41,\N
54412475,22.23,\N
54412476,26.29,\N
54412477,28.45,\N
54413268,24.10,\N
54413270,22.48,\N
54413269,26.48,\N
54413271,27.20,\N
54413272,25.98,\N
54413273,26.70,\N
54413274,23.97,\N
54413275,26.66,\N
54413276,27.63,\N
54413277,26.56,\N
54413278,26.50,\N
54413279,24.47,\N
54413280,26.42,\N
54413282,27.06,\N
54413286,24.76,\N
54413288,27.38,\N
54413289,26.01,\N
54413290,25.96,\N
54413291,24.54,\N
54413292,25.37,\N
54413293,21.34,\N
54413294,27.51,\N
54413295,24.85,\N
54413296,24.17,\N
54413297,23.97,\N
54413298,25.46,\N
54413299,23.25,\N
54413300,24.24,\N
54413301,25.26,\N
54413302,26.51,\N
54413303,26.12,\N
54414130,29.47,\N
54414131,26.33,\N
54414132,24.30,\N
54414133,26.80,\N
54414134,30.17,\N
54414135,26.66,\N
54414137,24.62,\N
54414138,26.43,\N
54414139,25.77,\N
54414140,25.23,\N
54414141,25.99,\N
54414142,27.29,\N
54414143,27.12,\N
54414144,25.06,\N
54414145,27.67,\N
54414146,27.32,\N
54414147,26.86,\N
54414148,24.39,\N
54414149,27.04,\N
54414150,27.53,\N
54414151,26.37,\N
54414152,25.41,\N
54414153,27.02,\N
54414577,24.15,\N
54414578,27.04,\N
54414579,26.78,\N
54414580,27.52,\N
54414581,26.13,\N
54414582,27.77,\N
54414583,23.90,\N
54414584,28.18,\N
54414585,25.20,\N
54414586,20.30,\N
54414587,24.60,\N
54414588,22.55,\N
54414589,27.88,\N
54414590,25.32,\N
54414591,22.49,\N
54414592,26.96,\N
54415070,26.08,\N
54415071,25.24,\N
54415072,22.89,\N
54415073,25.39,\N
54415074,24.37,\N
54415075,27.01,\N
54415076,26.82,\N
54415077,27.37,\N
54415080,22.07,\N
54415081,24.05,\N
54415282,21.14,\N
54415293,25.66,\N
54415292,23.58,\N
54415294,22.18,\N
54415295,22.32,\N
54415297,20.86,\N
54415296,27.20,\N
54415299,24.53,\N
54415298,28.69,\N
54415300,22.02,\N
54415301,24.27,\N
54415302,20.13,\N
54415303,20.57,\N
54415304,22.88,\N
54415305,20.62,\N
54415306,23.06,\N
54415307,25.51,\N
54415308,26.83,\N
54415310,27.60,\N
54415309,27.36,\N
54415861,21.06,\N
54415862,21.91,\N
54415863,25.92,\N
54415864,24.49,\N
54415865,21.07,\N
54415866,21.16,\N
54415867,24.91,\N
54415868,20.22,\N
54415869,24.34,\N
54415870,25.35,\N
54415871,22.69,\N
54415872,22.74,\N
54415873,24.99,\N
54415874,24.65,\N
54415875,22.83,\N
54415876,22.91,\N
54415878,26.17,\N
54415877,26.40,\N
54415879,20.05,\N
54415880,23.54,\N
54415881,23.02,\N
54415882,24.65,\N
54415883,20.67,\N
54415885,21.87,\N
54415884,25.53,\N
54415886,24.68,\N
54415887,22.04,\N
54415889,23.63,\N
54415888,23.80,\N
54415890,26.54,\N
54415891,24.57,\N
54415892,26.39,\N
54415893,20.57,\N
54415895,25.77,\N
54415894,28.09,\N
54415896,27.66,\N
54415897,25.43,\N
54416577,25.52,\N
54416578,21.06,\N
54416580,21.23,\N
54416579,21.50,\N
54416581,20.25,\N
54416582,24.96,\N
54416583,23.22,\N
54416584,23.33,\N
54416585,26.67,\N
54416586,24.68,\N
54416587,24.13,\N
54416588,21.63,\N
54416589,24.64,\N
54416590,20.95,\N
54416714,25.20,\N
54416712,23.10,\N
54416713,25.93,\N
54416715,24.90,\N
54416716,24.62,\N
54416717,23.45,\N
54416718,23.79,\N
54416719,24.84,\N
54416720,20.70,\N
54416722,25.90,\N
54416721,23.99,\N
54416723,27.12,\N
54416724,24.76,\N
54416841,23.26,\N
54416842,26.77,\N
54416843,25.08,\N
54416844,27.01,\N
54416845,23.12,\N
54416846,25.73,\N
54416847,22.56,\N
54416849,28.16,\N
54416850,26.55,\N
54416851,25.55,\N
54416852,22.49,\N
54416853,24.27,\N
54416854,25.39,\N
54416954,21.70,\N
54416856,19.57,\N
54416857,28.43,\N
54416855,27.33,\N
54416859,22.60,\N
54416858,23.69,\N
54416955,27.90,\N
54416956,23.50,\N
54416957,23.61,\N
54416958,29.16,\N
54416959,22.38,\N
54416960,28.34,\N
54416961,25.83,\N
54416962,25.67,\N
54416963,22.86,\N
54416964,21.41,\N
54417166,22.74,\N
54417168,23.27,\N
54417169,22.84,\N
54417170,24.21,\N
54417171,26.69,\N
54417172,25.82,\N
54417173,21.05,\N
54417174,19.93,\N
54417175,24.87,\N
54417533,22.94,\N
54417534,23.55,\N
54417535,30.58,\N
54417536,26.75,\N
54417538,21.39,\N
54417540,24.96,\N
54417541,25.23,\N
54417545,21.61,\N
54417547,26.64,\N
54417549,21.91,\N
54417651,28.40,\N
54417652,23.48,\N
54417979,25.61,\N
54418155,22.75,\N
54418494,23.63,\N
54418495,20.06,\N
54420787,25.81,\N
54417537,24.96,\N
54417539,25.55,\N
54417542,23.90,\N
54417543,25.61,\N
54417544,24.44,\N
54417546,25.69,\N
54417548,27.01,\N
54417550,23.79,\N
54417551,27.86,\N
54417552,21.08,\N
54417553,24.92,\N
54417555,25.87,\N
54417554,28.55,\N
54417557,27.99,\N
54417556,23.52,\N
54417653,24.90,\N
54417654,25.55,\N
54417655,26.22,\N
54417656,23.96,\N
54417657,22.20,\N
54417658,23.34,\N
54417744,24.75,\N
54417745,25.73,\N
54417774,28.21,\N
54418174,22.85,\N
54418175,19.51,\N
54418210,18.05,\N
54418211,20.91,\N
54418242,23.20,\N
54418243,21.03,\N
54418267,25.93,\N
54418266,20.27,\N
54418268,20.03,\N
54418438,25.68,\N
54418439,22.77,\N
54418440,21.33,\N
54418496,23.68,\N
54418648,24.86,\N
54418650,25.77,\N
54418653,25.21,\N
54418658,23.82,\N
54418792,27.23,\N
54418793,22.65,\N
54419181,22.45,\N
54433326,18.91,\N
54526924,23.11,\N
54418497,27.41,\N
54418499,27.51,\N
54418498,25.50,\N
54418649,28.76,\N
54418651,25.10,\N
54418652,23.76,\N
54418654,25.96,\N
54418655,23.73,\N
54418657,27.30,\N
54418656,23.51,\N
54418794,27.70,\N
54418797,27.83,\N
54419012,26.49,\N
54419013,24.22,\N
54419014,22.09,\N
54419015,21.11,\N
54419018,23.63,\N
54419016,25.21,\N
54419017,22.70,\N
54419020,24.24,\N
54419019,26.53,\N
54419021,25.53,\N
54419022,22.87,\N
54419125,24.38,\N
54419126,23.45,\N
54419127,23.35,\N
54419180,22.73,\N
54419182,21.18,\N
54419183,27.23,\N
54419184,25.38,\N
54419185,22.92,\N
54419186,25.84,\N
54419187,22.15,\N
54419345,21.90,\N
54419346,18.68,\N
54419347,24.50,\N
54419482,26.58,\N
54419483,23.04,\N
54419484,25.28,\N
54419485,23.72,\N
54419486,26.05,\N
54419487,27.32,\N
54419488,21.79,\N
